Torque
-1,329999999999984
-1,3400000000000318
-1,3400000000000318
-1,3600000000000136
-1,3700000000000045
-1,3799999999999955
-1,3600000000000136
-1,3400000000000318
-1,3500000000000227
-1,3400000000000318
-1,329999999999984
-1,3199999999999932
-1,3199999999999932
-1,3199999999999932
-1,3100000000000023
-1,3000000000000114
-1,3000000000000114
-1,3199999999999932
-1,3199999999999932
-1,2900000000000205
-1,2900000000000205
-1,3199999999999932
-1,3100000000000023
-1,3100000000000023
-1,3100000000000023
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,3000000000000114
-1,2699999999999818
-1,2800000000000296
-1,2800000000000296
-1,2900000000000205
-1,3100000000000023
-1,3400000000000318
-1,3400000000000318
-1,3199999999999932
-1,2900000000000205
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,2900000000000205
-1,2699999999999818
-1,259999999999991
-1,2699999999999818
-1,259999999999991
-1,2900000000000205
-1,3000000000000114
-1,3199999999999932
-1,3199999999999932
-1,329999999999984
-1,3000000000000114
-1,3100000000000023
-1,3199999999999932
-1,3199999999999932
-1,2900000000000205
-1,2800000000000296
-1,2699999999999818
-1,259999999999991
-1,25
-1,25
-1,2300000000000182
-1,240000000000009
-1,2300000000000182
-1,2300000000000182
-1,2100000000000364
-1,2100000000000364
-1,240000000000009
-1,2699999999999818
-1,2800000000000296
-1,259999999999991
-1,259999999999991
-1,25
-1,259999999999991
-1,2800000000000296
-1,2900000000000205
-1,25
-1,240000000000009
-1,2300000000000182
-1,2699999999999818
-1,259999999999991
-1,259999999999991
-1,2800000000000296
-1,2800000000000296
-1,2800000000000296
-1,3100000000000023
-1,3199999999999932
-1,329999999999984
-1,3199999999999932
-1,3199999999999932
-1,329999999999984
-1,329999999999984
-1,3199999999999932
-1,3199999999999932
-1,3100000000000023
-1,2699999999999818
-1,259999999999991
-1,2699999999999818
-1,2900000000000205
-1,2900000000000205
-1,259999999999991
-1,2699999999999818
-1,3000000000000114
-1,2699999999999818
-1,2900000000000205
-1,2800000000000296
-1,3000000000000114
-1,2699999999999818
-1,3000000000000114
-1,259999999999991
-1,259999999999991
-1,259999999999991
-1,2800000000000296
-1,2800000000000296
-1,2699999999999818
-1,2900000000000205
-1,3100000000000023
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2800000000000296
-1,2800000000000296
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,259999999999991
-1,25
-1,259999999999991
-1,240000000000009
-1,2200000000000273
-1,240000000000009
-1,240000000000009
-1,2200000000000273
-1,2200000000000273
-1,2100000000000364
-1,2100000000000364
-1,2100000000000364
-1,2200000000000273
-1,2100000000000364
-1,25
-1,240000000000009
-1,2300000000000182
-1,2300000000000182
-1,240000000000009
-1,240000000000009
-1,25
-1,2300000000000182
-1,2300000000000182
-1,2300000000000182
-1,259999999999991
-1,2800000000000296
-1,2699999999999818
-1,25
-1,25
-1,25
-1,240000000000009
-1,2699999999999818
-1,240000000000009
-1,240000000000009
-1,240000000000009
-1,240000000000009
-1,240000000000009
-1,2300000000000182
-1,2300000000000182
-1,2200000000000273
-1,2300000000000182
-1,2200000000000273
-1,2100000000000364
-1,2200000000000273
-1,2300000000000182
-1,240000000000009
-1,25
-1,240000000000009
-1,240000000000009
-1,2300000000000182
-1,2300000000000182
-1,2300000000000182
-1,2200000000000273
-1,240000000000009
-1,240000000000009
-1,25
-1,2900000000000205
-1,3000000000000114
-1,3199999999999932
-1,3199999999999932
-1,329999999999984
-1,3199999999999932
-1,3400000000000318
-1,329999999999984
-1,3400000000000318
-1,3500000000000227
-1,3400000000000318
-1,3400000000000318
-1,3199999999999932
-1,3100000000000023
-1,3000000000000114
-1,3100000000000023
-1,2900000000000205
-1,3199999999999932
-1,3000000000000114
-1,3100000000000023
-1,2900000000000205
-1,2900000000000205
-1,2800000000000296
-1,2699999999999818
-1,2800000000000296
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,25
-1,259999999999991
-1,2300000000000182
-1,240000000000009
-1,240000000000009
-1,2699999999999818
-1,3000000000000114
-1,2900000000000205
-1,3100000000000023
-1,2900000000000205
-1,2900000000000205
-1,3100000000000023
-1,2900000000000205
-1,3000000000000114
-1,3000000000000114
-1,2699999999999818
-1,2800000000000296
-1,2900000000000205
-1,2900000000000205
-1,3000000000000114
-1,2900000000000205
-1,2699999999999818
-1,2800000000000296
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2800000000000296
-1,2900000000000205
-1,3199999999999932
-1,3199999999999932
-1,329999999999984
-1,3199999999999932
-1,3400000000000318
-1,3100000000000023
-1,2800000000000296
-1,2900000000000205
-1,2900000000000205
-1,3100000000000023
-1,3000000000000114
-1,3000000000000114
-1,2900000000000205
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,3100000000000023
-1,3199999999999932
-1,3100000000000023
-1,3100000000000023
-1,3100000000000023
-1,3199999999999932
-1,329999999999984
-1,3100000000000023
-1,2800000000000296
-1,2900000000000205
-1,3000000000000114
-1,3000000000000114
-1,2900000000000205
-1,2699999999999818
-1,2699999999999818
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,2800000000000296
-1,3000000000000114
-1,3000000000000114
-1,3199999999999932
-1,3100000000000023
-1,3000000000000114
-1,3100000000000023
-1,2900000000000205
-1,3000000000000114
-1,3000000000000114
-1,2699999999999818
-1,2699999999999818
-1,25
-1,2699999999999818
-1,259999999999991
-1,25
-1,2300000000000182
-1,240000000000009
-1,240000000000009
-1,2300000000000182
-1,240000000000009
-1,240000000000009
-1,259999999999991
-1,2699999999999818
-1,25
-1,2300000000000182
-1,2300000000000182
-1,2300000000000182
-1,240000000000009
-1,2100000000000364
-1,1999999999999886
-1,2200000000000273
-1,2100000000000364
-1,2200000000000273
-1,2200000000000273
-1,240000000000009
-1,2200000000000273
-1,240000000000009
-1,25
-1,2300000000000182
-1,240000000000009
-1,25
-1,2300000000000182
-1,240000000000009
-1,240000000000009
-1,259999999999991
-1,2800000000000296
-1,2699999999999818
-1,259999999999991
-1,2300000000000182
-1,240000000000009
-1,259999999999991
-1,259999999999991
-1,2800000000000296
-1,25
-1,259999999999991
-1,2699999999999818
-1,2900000000000205
-1,2800000000000296
-1,2800000000000296
-1,3000000000000114
-1,3199999999999932
-1,3100000000000023
-1,3199999999999932
-1,3100000000000023
-1,3000000000000114
-1,2900000000000205
-1,3000000000000114
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2800000000000296
-1,259999999999991
-1,259999999999991
-1,25
-1,2699999999999818
-1,2699999999999818
-1,25
-1,2200000000000273
-1,2200000000000273
-1,2200000000000273
-1,2200000000000273
-1,1899999999999977
-1,2300000000000182
-1,2100000000000364
-1,2100000000000364
-1,2200000000000273
-1,2200000000000273
-1,2200000000000273
-1,2200000000000273
-1,2200000000000273
-1,240000000000009
-1,2200000000000273
-1,1999999999999886
-1,1999999999999886
-1,2100000000000364
-1,2200000000000273
-1,2100000000000364
-1,2200000000000273
-1,2300000000000182
-1,240000000000009
-1,2800000000000296
-1,2800000000000296
-1,2900000000000205
-1,2699999999999818
-1,259999999999991
-1,25
-1,240000000000009
-1,259999999999991
-1,259999999999991
-1,2699999999999818
-1,3000000000000114
-1,3100000000000023
-1,2800000000000296
-1,2699999999999818
-1,2699999999999818
-1,259999999999991
-1,259999999999991
-1,25
-1,2300000000000182
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,3000000000000114
-1,3100000000000023
-1,3100000000000023
-1,2900000000000205
-1,3000000000000114
-1,3100000000000023
-1,3000000000000114
-1,3199999999999932
-1,3100000000000023
-1,2900000000000205
-1,2699999999999818
-1,259999999999991
-1,259999999999991
-1,2699999999999818
-1,2800000000000296
-1,2699999999999818
-1,2900000000000205
-1,2800000000000296
-1,2900000000000205
-1,2900000000000205
-1,3000000000000114
-1,3199999999999932
-1,329999999999984
-1,3199999999999932
-1,3199999999999932
-1,3100000000000023
-1,3000000000000114
-1,3000000000000114
-1,3100000000000023
-1,3100000000000023
-1,3100000000000023
-1,3100000000000023
-1,3000000000000114
-1,2900000000000205
-1,3199999999999932
-1,2900000000000205
-1,2699999999999818
-1,2900000000000205
-1,2699999999999818
-1,2699999999999818
-1,259999999999991
-1,240000000000009
-1,25
-1,259999999999991
-1,240000000000009
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,25
-1,2699999999999818
-1,259999999999991
-1,2800000000000296
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,240000000000009
-1,240000000000009
-1,2699999999999818
-1,25
-1,240000000000009
-1,25
-1,25
-1,240000000000009
-1,2200000000000273
-1,2200000000000273
-1,240000000000009
-1,25
-1,2300000000000182
-1,2300000000000182
-1,25
-1,25
-1,2699999999999818
-1,259999999999991
-1,2699999999999818
-1,2800000000000296
-1,2800000000000296
-1,3100000000000023
-1,3000000000000114
-1,2900000000000205
-1,2900000000000205
-1,3000000000000114
-1,2900000000000205
-1,2699999999999818
-1,25
-1,259999999999991
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,2800000000000296
-1,259999999999991
-1,259999999999991
-1,25
-1,240000000000009
-1,240000000000009
-1,240000000000009
-1,259999999999991
-1,25
-1,2699999999999818
-1,2699999999999818
-1,2699999999999818
-1,259999999999991
-1,240000000000009
-1,2699999999999818
-1,25
-1,2200000000000273
-1,2200000000000273
-1,2100000000000364
-1,2200000000000273
-1,240000000000009
-1,2300000000000182
-1,240000000000009
-1,259999999999991
-1,259999999999991
-1,240000000000009
-1,240000000000009
-1,25
-1,2699999999999818
-1,2800000000000296
-1,2800000000000296
-1,2900000000000205
-1,2900000000000205
-1,3000000000000114
-1,3000000000000114
-1,2900000000000205
-1,2900000000000205
-1,3100000000000023
-1,3100000000000023
-1,3199999999999932
-1,3199999999999932
-1,329999999999984
-1,329999999999984
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,2900000000000205
-1,2800000000000296
-1,259999999999991
-1,2200000000000273
-1,2100000000000364
-1,2300000000000182
-1,2100000000000364
-1,2200000000000273
-1,240000000000009
-1,240000000000009
-1,259999999999991
-1,240000000000009
-1,2200000000000273
-1,1999999999999886
-1,2200000000000273
-1,25
-1,2100000000000364
-1,2200000000000273
-1,2200000000000273
-1,2200000000000273
-1,240000000000009
-1,2699999999999818
-1,2699999999999818
-1,2800000000000296
-1,2699999999999818
-1,2900000000000205
-1,2900000000000205
-1,3100000000000023
-1,3199999999999932
-1,329999999999984
-1,329999999999984
-1,3000000000000114
-1,3199999999999932
-1,3100000000000023
-1,329999999999984
-1,3199999999999932
-1,3199999999999932
-1,3100000000000023
-1,2900000000000205
-1,259999999999991
-1,2900000000000205
-1,3100000000000023
-1,3100000000000023
-1,2900000000000205
-1,259999999999991
-1,2800000000000296
-1,259999999999991
-1,25
-1,240000000000009
-1,2800000000000296
-1,259999999999991
-1,3000000000000114
-1,2900000000000205
-1,3000000000000114
-1,2800000000000296
-1,3100000000000023
-1,3100000000000023
-1,3199999999999932
-1,2900000000000205
-1,3000000000000114
-1,3199999999999932
-1,3199999999999932
-1,3199999999999932
-1,3199999999999932
-1,3000000000000114
-1,3000000000000114
-1,3100000000000023
-1,3000000000000114
-1,3100000000000023
-1,3199999999999932
-1,3000000000000114
-1,2900000000000205
-1,2900000000000205
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,2900000000000205
-1,3000000000000114
-1,329999999999984
-1,329999999999984
-1,3199999999999932
-1,2900000000000205
-1,2800000000000296
-1,3000000000000114
-1,2900000000000205
-1,3100000000000023
-1,3000000000000114
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2800000000000296
-1,2800000000000296
-1,240000000000009
-1,259999999999991
-1,25
-1,240000000000009
-1,25
-1,2300000000000182
-1,2200000000000273
-1,240000000000009
-1,259999999999991
-1,25
-1,2300000000000182
-1,2100000000000364
-1,2300000000000182
-1,240000000000009
-1,2200000000000273
-1,2200000000000273
-1,25
-1,240000000000009
-1,25
-1,259999999999991
-1,25
-1,259999999999991
-1,2800000000000296
-1,2800000000000296
-1,2800000000000296
-1,3000000000000114
-1,2900000000000205
-1,3100000000000023
-1,3000000000000114
-1,2900000000000205
-1,25
-1,2699999999999818
-1,2800000000000296
-1,2699999999999818
-1,25
-1,25
-1,2800000000000296
-1,2699999999999818
-1,259999999999991
-1,259999999999991
-1,2699999999999818
-1,2800000000000296
-1,259999999999991
-1,2699999999999818
-1,2800000000000296
-1,2800000000000296
-1,2900000000000205
-1,3000000000000114
-1,2900000000000205
-1,329999999999984
-1,3000000000000114
-1,3100000000000023
-1,3000000000000114
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2800000000000296
-1,2699999999999818
-1,2699999999999818
-1,240000000000009
-1,240000000000009
-1,2200000000000273
-1,2300000000000182
-1,25
-1,2699999999999818
-1,2699999999999818
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2699999999999818
-1,259999999999991
-1,259999999999991
-1,25
-1,25
-1,25
-1,2699999999999818
-1,25
-1,25
-1,259999999999991
-1,259999999999991
-1,259999999999991
-1,240000000000009
-1,2300000000000182
-1,2300000000000182
-1,1999999999999886
-1,2200000000000273
-1,2200000000000273
-1,240000000000009
-1,240000000000009
-1,2300000000000182
-1,259999999999991
-1,259999999999991
-1,2900000000000205
-1,3000000000000114
-1,3199999999999932
-1,3100000000000023
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,3199999999999932
-1,3100000000000023
-1,2900000000000205
-1,3000000000000114
-1,2900000000000205
-1,2900000000000205
-1,259999999999991
-1,2699999999999818
-1,25
-1,25
-1,25
-1,259999999999991
-1,25
-1,240000000000009
-1,25
-1,2699999999999818
-1,2800000000000296
-1,2800000000000296
-1,2699999999999818
-1,2699999999999818
-1,2800000000000296
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,3000000000000114
-1,2699999999999818
-1,3100000000000023
-1,3100000000000023
-1,3000000000000114
-1,3000000000000114
-1,2900000000000205
-1,3000000000000114
-1,3000000000000114
-1,2900000000000205
-1,2900000000000205
-1,2900000000000205
-1,2699999999999818
-1,2800000000000296
-1,2699999999999818
-1,2900000000000205
-1,2900000000000205
-1,3000000000000114
-1,2900000000000205
-1,2800000000000296
-1,2699999999999818
-1,259999999999991
-1,2699999999999818
-1,2900000000000205
-1,2800000000000296
-1,2699999999999818
-1,259999999999991
-1,25
-1,2699999999999818
-1,259999999999991
-1,259999999999991
-1,2800000000000296
-1,2800000000000296
-1,2800000000000296
-1,2699999999999818
-1,2699999999999818
-1,2900000000000205
